Router Name,ACL ID,Action,Protocol,Source,Destination,Extra,Interface (In/Out)
gozb,198,deny,tcp,any,any,gt 134,
gozb,198,permit,tcp,any,any,,
gozb,198,permit,udp,any,any,gt netbios-ss,
gozb,198,deny,udp,any,any,gt 134,
goza,88,permit,,any,any,,
goza,100,permit,ip,172.17.0.0 0.0.255.255,172.27.16.32 0.0.0.31,,"Vlan730 (out), Vlan760 (in)"
goza,100,deny,ip,172.17.0.0 0.0.255.255,any,,"Vlan730 (out), Vlan760 (in)"
goza,100,permit,ip,any,any,,"Vlan730 (out), Vlan760 (in)"
goza,102,permit,ip,172.26.6.66,any,,
goza,102,permit,ip,171.64.7.128 0.0.0.63,any,,
goza,102,deny,tcp,any,any,eq 445,
goza,102,permit,tcp,any,any,gt 139,
goza,102,deny,tcp,any,any,gt 134,
goza,102,permit,tcp,any,any,,
goza,102,deny,udp,any,any,eq 445,
goza,102,permit,udp,any,any,gt netbios-ss,
goza,102,deny,udp,any,any,gt 134,
goza,102,permit,ip,any,any,,
goza,157,deny,ip,200.87.13.14,any,,Vlan570 (out)
goza,157,deny,ip,202.181.206.18,any,,Vlan570 (out)
goza,157,deny,ip,221.132.67.163,any,,Vlan570 (out)
goza,157,deny,ip,210.132.185.87,any,,Vlan570 (out)
goza,157,deny,ip,217.78.63.15,any,,Vlan570 (out)
goza,157,permit,ip,any,any,,Vlan570 (out)
goza,158,permit,tcp,any,171.67.5.242,eq 1433,
goza,158,deny,tcp,any,any,eq 1433,
goza,158,deny,ip,171.64.157.100,any,,
goza,158,permit,ip,171.64.157.48,208.29.145.0 0.0.0.255,,
goza,158,deny,ip,171.64.157.48,any,,
goza,158,permit,ip,any,any,,
goza,160,deny,tcp,any,any,eq 1433,
goza,160,permit,ip,any,any,,
goza,166,deny,ip,171.66.236.91,any,,
goza,166,permit,ip,any,any,,
goza,198,deny,tcp,any,any,eq 445,
goza,198,permit,tcp,any,any,gt 139,
goza,198,deny,tcp,any,any,gt 134,
goza,198,permit,tcp,any,any,,
goza,198,permit,udp,any,any,gt netbios-ss,
goza,198,deny,udp,any,any,gt 134,
cozb,3,permit,,172.16.1.75,any,,
cozb,24,permit,,172.24.0.0,any,,
cozb,27,permit,,172.24.0.0/0.3.255.255,any,,
cozb,29,permit,,128.12.0.0/0.0.255.255,any,,
cozb,29,permit,,172.19.0.0/0.0.255.255,any,,
cozb,64,permit,,171.64.0.0,any,,
cozb,67,permit,,171.64.0.0/0.3.255.255,any,,
cozb,88,permit,,any,any,,
cozb,89,permit,,0.0.0.0,any,,
cozb,90,permit,,0.0.0.0,any,,
cozb,98,deny,,any,any,,
cozb,99,deny,,172.16.0.0/0.0.255.255,any,,
cozb,99,permit,,any,any,,
cozb,101,deny,tcp,any,any,eq 445,
cozb,101,permit,ip,any,any,,
cozb,119,permit,ip,172.19.96.0 0.0.3.255,172.27.143.160 0.0.0.31,,
cozb,119,permit,ip,172.19.96.0 0.0.3.255,171.64.10.0 0.0.1.255,,
cozb,119,permit,ip,172.19.96.0 0.0.3.255,10.64.10.100,,
cozb,119,deny,ip,172.19.96.0 0.0.3.255,any,,
cozb,119,deny,udp,any,128.12.0.1 0.0.255.0,eq snmp,
cozb,119,deny,udp,any,172.19.0.1 0.0.255.0,eq snmp,
cozb,119,permit,ip,any,any,,
cozb,120,permit,ip,172.19.96.0 0.0.3.255,172.27.143.160 0.0.0.31,,"Vlan316 (in), Vlan320 (in), Vlan322 (in), Vlan430 (in), Vlan432 (in), Vlan436 (in), Vlan440 (in), Vlan444 (in), Vlan448 (in), Vlan452 (in), Vlan456 (in), Vlan466 (in), Vlan468 (in), Vlan472 (in), Vlan473 (in), Vlan474 (in), Vlan475 (in), Vlan476 (in), Vlan484 (in), Vlan488 (in), Vlan549 (in), Vlan550 (in), Vlan552 (in), Vlan554 (in), Vlan556 (in), Vlan558 (in)"
cozb,120,permit,ip,172.19.96.0 0.0.3.255,171.64.10.0 0.0.1.255,,"Vlan316 (in), Vlan320 (in), Vlan322 (in), Vlan430 (in), Vlan432 (in), Vlan436 (in), Vlan440 (in), Vlan444 (in), Vlan448 (in), Vlan452 (in), Vlan456 (in), Vlan466 (in), Vlan468 (in), Vlan472 (in), Vlan473 (in), Vlan474 (in), Vlan475 (in), Vlan476 (in), Vlan484 (in), Vlan488 (in), Vlan549 (in), Vlan550 (in), Vlan552 (in), Vlan554 (in), Vlan556 (in), Vlan558 (in)"
cozb,120,permit,ip,172.19.96.0 0.0.3.255,10.64.10.100,,"Vlan316 (in), Vlan320 (in), Vlan322 (in), Vlan430 (in), Vlan432 (in), Vlan436 (in), Vlan440 (in), Vlan444 (in), Vlan448 (in), Vlan452 (in), Vlan456 (in), Vlan466 (in), Vlan468 (in), Vlan472 (in), Vlan473 (in), Vlan474 (in), Vlan475 (in), Vlan476 (in), Vlan484 (in), Vlan488 (in), Vlan549 (in), Vlan550 (in), Vlan552 (in), Vlan554 (in), Vlan556 (in), Vlan558 (in)"
cozb,120,permit,ip,172.19.96.0 0.0.3.255,171.67.43.194,,"Vlan316 (in), Vlan320 (in), Vlan322 (in), Vlan430 (in), Vlan432 (in), Vlan436 (in), Vlan440 (in), Vlan444 (in), Vlan448 (in), Vlan452 (in), Vlan456 (in), Vlan466 (in), Vlan468 (in), Vlan472 (in), Vlan473 (in), Vlan474 (in), Vlan475 (in), Vlan476 (in), Vlan484 (in), Vlan488 (in), Vlan549 (in), Vlan550 (in), Vlan552 (in), Vlan554 (in), Vlan556 (in), Vlan558 (in)"
cozb,120,deny,ip,172.19.96.0 0.0.3.255,any,,"Vlan316 (in), Vlan320 (in), Vlan322 (in), Vlan430 (in), Vlan432 (in), Vlan436 (in), Vlan440 (in), Vlan444 (in), Vlan448 (in), Vlan452 (in), Vlan456 (in), Vlan466 (in), Vlan468 (in), Vlan472 (in), Vlan473 (in), Vlan474 (in), Vlan475 (in), Vlan476 (in), Vlan484 (in), Vlan488 (in), Vlan549 (in), Vlan550 (in), Vlan552 (in), Vlan554 (in), Vlan556 (in), Vlan558 (in)"
cozb,120,deny,udp,any,128.12.0.1 0.0.255.0,eq snmp,"Vlan316 (in), Vlan320 (in), Vlan322 (in), Vlan430 (in), Vlan432 (in), Vlan436 (in), Vlan440 (in), Vlan444 (in), Vlan448 (in), Vlan452 (in), Vlan456 (in), Vlan466 (in), Vlan468 (in), Vlan472 (in), Vlan473 (in), Vlan474 (in), Vlan475 (in), Vlan476 (in), Vlan484 (in), Vlan488 (in), Vlan549 (in), Vlan550 (in), Vlan552 (in), Vlan554 (in), Vlan556 (in), Vlan558 (in)"
cozb,120,deny,udp,any,172.19.0.1 0.0.255.0,eq snmp,"Vlan316 (in), Vlan320 (in), Vlan322 (in), Vlan430 (in), Vlan432 (in), Vlan436 (in), Vlan440 (in), Vlan444 (in), Vlan448 (in), Vlan452 (in), Vlan456 (in), Vlan466 (in), Vlan468 (in), Vlan472 (in), Vlan473 (in), Vlan474 (in), Vlan475 (in), Vlan476 (in), Vlan484 (in), Vlan488 (in), Vlan549 (in), Vlan550 (in), Vlan552 (in), Vlan554 (in), Vlan556 (in), Vlan558 (in)"
cozb,120,permit,ip,any,any,,"Vlan316 (in), Vlan320 (in), Vlan322 (in), Vlan430 (in), Vlan432 (in), Vlan436 (in), Vlan440 (in), Vlan444 (in), Vlan448 (in), Vlan452 (in), Vlan456 (in), Vlan466 (in), Vlan468 (in), Vlan472 (in), Vlan473 (in), Vlan474 (in), Vlan475 (in), Vlan476 (in), Vlan484 (in), Vlan488 (in), Vlan549 (in), Vlan550 (in), Vlan552 (in), Vlan554 (in), Vlan556 (in), Vlan558 (in)"
cozb,140,permit,ip,172.19.60.0 0.0.3.255,172.24.136.192 0.0.0.31,,
cozb,140,permit,ip,172.19.60.0 0.0.3.255,171.64.10.0 0.0.1.255,,
cozb,140,deny,ip,172.19.60.0 0.0.3.255,any,,
cozb,140,permit,ip,any,172.26.6.66,,
cozb,140,permit,ip,any,171.64.7.128 0.0.0.63,,
cozb,140,deny,tcp,any,any,eq 445,
cozb,140,permit,tcp,any,any,gt 139,
cozb,140,deny,tcp,any,any,gt 134,
cozb,140,permit,tcp,any,any,,
cozb,140,deny,udp,any,any,eq 445,
cozb,140,permit,udp,any,any,gt netbios-ss,
cozb,140,deny,udp,any,any,gt 134,
cozb,140,permit,ip,any,any,,
cozb,ctrCOZ,permit,,10.30.0.0/0.0.255.255,,,
cozb,block-smtp,deny,tcp,any,any, eq smtp,
cozb,block-smtp,permit,ip,any,any,,
cozb,inACL,permit,ip,128.12.1.0/0.0.0.255,128.12.1.0/0.0.0.255,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,128.12.0.0/0.0.255.255,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,272.64.0.0/0.3.255.255,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,10.0.0.0/0.255.255.255,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,172.16.0.0/0.15.255.255,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,192.168.0.0/0.0.255.255,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,218.75.221.29,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,24.116.12.59,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,64.225.154.135,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,66.36.231.141,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,66.98.150.159,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,67.15.28.12,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,69.31.93.220,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,70.85.141.91,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,70.86.48.242,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,70.136.88.76,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,72.34.44.37,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,82.137.161.100,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,82.179.162.35,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,82.179.166.2,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,86.135.149.130,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,129.93.51.80,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,140.198.35.85,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,140.198.165.185,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,193.151.69.170,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,195.161.113.90,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,195.225.176.38,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,ip,204.127.198.24,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,tcp,any,any,eq sunrpc,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,tcp,any,any,eq 6651,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,tcp,any,any,eq 48522,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,tcp,any,any,eq 33571,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,tcp,any,any,eq 135,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,tcp,any,any,eq 137,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,tcp,any,any,eq 138,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,tcp,any,any,eq 139,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,tcp,any,any,eq 445,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,tcp,any,any,eq lpd,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,tcp,any,any,eq 1434,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,tcp,any,any,eq 27374,TenGigabitEthernet3/1.564 (in)
cozb,inACL,permit,tcp,any,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,udp,any,any,eq snmp,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,udp,any,any,eq tftp,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,udp,any,any,eq sunrpc,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,udp,any,any,eq 135,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,udp,any,any,eq netbios-ns,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,udp,any,any,eq netbios-dgm,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,udp,any,any,eq netbios-ss,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,udp,any,any,eq 445,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,udp,any,any,eq 1434,TenGigabitEthernet3/1.564 (in)
cozb,inACL,permit,udp,any,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,icmp,any,128.12.0.0/0.0.255.0,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,deny,icmp,any,128.12.0.255/0.0.255.0,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,permit,icmp,any,any,,TenGigabitEthernet3/1.564 (in)
cozb,inACL,permit,ip,any,any,,TenGigabitEthernet3/1.564 (in)
cozb,outACL,deny,udp,any,any,eq 8998,TenGigabitEthernet3/1.564 (out)
cozb,outACL,deny,tcp,any,any,eq smtp,TenGigabitEthernet3/1.564 (out)
cozb,outACL,deny,tcp,any,any,eq 135,TenGigabitEthernet3/1.564 (out)
cozb,outACL,deny,tcp,any,any,range 137 139,TenGigabitEthernet3/1.564 (out)
cozb,outACL,deny,tcp,any,any,eq 445,TenGigabitEthernet3/1.564 (out)
cozb,outACL,deny,udp,any,any,eq 135,TenGigabitEthernet3/1.564 (out)
cozb,outACL,deny,udp,any,any,range netbios-ns netbios-ss,TenGigabitEthernet3/1.564 (out)
cozb,outACL,deny,udp,any,any,eq 445,TenGigabitEthernet3/1.564 (out)
cozb,outACL,permit,ip,128.12.0.0/0.0.255.255,any,,TenGigabitEthernet3/1.564 (out)
cozb,outACL,deny,ip,10.0.0.0/0.255.255.255,any,,TenGigabitEthernet3/1.564 (out)
cozb,outACL,deny,ip,172.16.0.0/0.15.255.255,any,,TenGigabitEthernet3/1.564 (out)
cozb,outACL,deny,ip,192.168.0.0/0.0.255.255,any,,TenGigabitEthernet3/1.564 (out)
cozb,outACL,deny,ip,any,any,,TenGigabitEthernet3/1.564 (out)
coza,3,permit,,172.16.1.75,any,,
coza,24,permit,,172.24.0.0,any,,
coza,27,permit,,172.24.0.0/0.3.255.255,any,,
coza,29,permit,,128.12.0.0/0.0.255.255,any,,
coza,29,permit,,172.19.0.0/0.0.255.255,any,,
coza,64,permit,,171.64.0.0,any,,
coza,67,permit,,171.64.0.0/0.3.255.255,any,,
coza,88,permit,,any,any,,
coza,89,permit,,0.0.0.0,any,,
coza,90,permit,,0.0.0.0,any,,
coza,98,deny,,any,any,,
coza,99,deny,,172.16.0.0/0.0.255.255,any,,
coza,99,permit,,any,any,,
coza,101,deny,tcp,any,any,eq 445,
coza,101,permit,ip,any,any,,
coza,119,permit,ip,172.19.96.0 0.0.3.255,172.27.143.160 0.0.0.31,,
coza,119,permit,ip,172.19.96.0 0.0.3.255,171.64.10.0 0.0.1.255,,
coza,119,permit,ip,172.19.96.0 0.0.3.255,10.64.10.100,,
coza,119,deny,ip,172.19.96.0 0.0.3.255,any,,
coza,119,deny,udp,any,128.12.0.1 0.0.255.0,eq snmp,
coza,119,deny,udp,any,172.19.0.1 0.0.255.0,eq snmp,
coza,119,permit,ip,any,any,,
coza,119,permit,ip,172.19.96.0 0.0.3.255,171.67.43.194,,
coza,120,permit,ip,172.19.96.0 0.0.3.255,172.27.143.160 0.0.0.31,,"Vlan316 (in), Vlan320 (in), Vlan322 (in), Vlan430 (in), Vlan432 (in), Vlan436 (in), Vlan440 (in), Vlan444 (in), Vlan448 (in), Vlan452 (in), Vlan456 (in), Vlan466 (in), Vlan468 (in), Vlan472 (in), Vlan473 (in), Vlan474 (in), Vlan475 (in), Vlan476 (in), Vlan484 (in), Vlan488 (in), Vlan549 (in), Vlan550 (in), Vlan552 (in), Vlan554 (in), Vlan556 (in), Vlan558 (in)"
coza,120,permit,ip,172.19.96.0 0.0.3.255,171.64.10.0 0.0.1.255,,"Vlan316 (in), Vlan320 (in), Vlan322 (in), Vlan430 (in), Vlan432 (in), Vlan436 (in), Vlan440 (in), Vlan444 (in), Vlan448 (in), Vlan452 (in), Vlan456 (in), Vlan466 (in), Vlan468 (in), Vlan472 (in), Vlan473 (in), Vlan474 (in), Vlan475 (in), Vlan476 (in), Vlan484 (in), Vlan488 (in), Vlan549 (in), Vlan550 (in), Vlan552 (in), Vlan554 (in), Vlan556 (in), Vlan558 (in)"
coza,120,permit,ip,172.19.96.0 0.0.3.255,10.64.10.100,,"Vlan316 (in), Vlan320 (in), Vlan322 (in), Vlan430 (in), Vlan432 (in), Vlan436 (in), Vlan440 (in), Vlan444 (in), Vlan448 (in), Vlan452 (in), Vlan456 (in), Vlan466 (in), Vlan468 (in), Vlan472 (in), Vlan473 (in), Vlan474 (in), Vlan475 (in), Vlan476 (in), Vlan484 (in), Vlan488 (in), Vlan549 (in), Vlan550 (in), Vlan552 (in), Vlan554 (in), Vlan556 (in), Vlan558 (in)"
coza,120,permit,ip,172.19.96.0 0.0.3.255,171.67.43.194,,"Vlan316 (in), Vlan320 (in), Vlan322 (in), Vlan430 (in), Vlan432 (in), Vlan436 (in), Vlan440 (in), Vlan444 (in), Vlan448 (in), Vlan452 (in), Vlan456 (in), Vlan466 (in), Vlan468 (in), Vlan472 (in), Vlan473 (in), Vlan474 (in), Vlan475 (in), Vlan476 (in), Vlan484 (in), Vlan488 (in), Vlan549 (in), Vlan550 (in), Vlan552 (in), Vlan554 (in), Vlan556 (in), Vlan558 (in)"
coza,120,deny,ip,172.19.96.0 0.0.3.255,any,,"Vlan316 (in), Vlan320 (in), Vlan322 (in), Vlan430 (in), Vlan432 (in), Vlan436 (in), Vlan440 (in), Vlan444 (in), Vlan448 (in), Vlan452 (in), Vlan456 (in), Vlan466 (in), Vlan468 (in), Vlan472 (in), Vlan473 (in), Vlan474 (in), Vlan475 (in), Vlan476 (in), Vlan484 (in), Vlan488 (in), Vlan549 (in), Vlan550 (in), Vlan552 (in), Vlan554 (in), Vlan556 (in), Vlan558 (in)"
coza,120,deny,udp,any,128.12.0.1 0.0.255.0,eq snmp,"Vlan316 (in), Vlan320 (in), Vlan322 (in), Vlan430 (in), Vlan432 (in), Vlan436 (in), Vlan440 (in), Vlan444 (in), Vlan448 (in), Vlan452 (in), Vlan456 (in), Vlan466 (in), Vlan468 (in), Vlan472 (in), Vlan473 (in), Vlan474 (in), Vlan475 (in), Vlan476 (in), Vlan484 (in), Vlan488 (in), Vlan549 (in), Vlan550 (in), Vlan552 (in), Vlan554 (in), Vlan556 (in), Vlan558 (in)"
coza,120,deny,udp,any,172.19.0.1 0.0.255.0,eq snmp,"Vlan316 (in), Vlan320 (in), Vlan322 (in), Vlan430 (in), Vlan432 (in), Vlan436 (in), Vlan440 (in), Vlan444 (in), Vlan448 (in), Vlan452 (in), Vlan456 (in), Vlan466 (in), Vlan468 (in), Vlan472 (in), Vlan473 (in), Vlan474 (in), Vlan475 (in), Vlan476 (in), Vlan484 (in), Vlan488 (in), Vlan549 (in), Vlan550 (in), Vlan552 (in), Vlan554 (in), Vlan556 (in), Vlan558 (in)"
coza,120,permit,ip,any,any,,"Vlan316 (in), Vlan320 (in), Vlan322 (in), Vlan430 (in), Vlan432 (in), Vlan436 (in), Vlan440 (in), Vlan444 (in), Vlan448 (in), Vlan452 (in), Vlan456 (in), Vlan466 (in), Vlan468 (in), Vlan472 (in), Vlan473 (in), Vlan474 (in), Vlan475 (in), Vlan476 (in), Vlan484 (in), Vlan488 (in), Vlan549 (in), Vlan550 (in), Vlan552 (in), Vlan554 (in), Vlan556 (in), Vlan558 (in)"
coza,140,permit,ip,172.19.60.0 0.0.3.255,172.24.136.192 0.0.0.31,,
coza,140,permit,ip,172.19.60.0 0.0.3.255,171.64.10.0 0.0.1.255,,
coza,140,deny,ip,172.19.60.0 0.0.3.255,any,,
coza,140,permit,ip,any,172.26.6.66,,
coza,140,permit,ip,any,171.64.7.128 0.0.0.63,,
coza,140,deny,tcp,any,any,eq 445,
coza,140,permit,tcp,any,any,gt 139,
coza,140,deny,tcp,any,any,gt 134,
coza,140,permit,tcp,any,any,,
coza,140,deny,udp,any,any,eq 445,
coza,140,permit,udp,any,any,gt netbios-ss,
coza,140,deny,udp,any,any,gt 134,
coza,140,permit,ip,any,any,,
coza,ctrCOZ,permit,,10.30.0.0/0.0.255.255,,,
coza,block-smtp,deny,tcp,any,any,eq smtp,
coza,block-smtp,permit,ip,any,any,,
coza,inACL,permit,ip,128.12.1.0/0.0.0.255,128.12.1.0/0.0.0.255,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,128.12.0.0/0.0.255.255,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,171.64.0.0/0.3.255.255,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,10.0.0.0/0.255.255.255,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,172.16.0.0/0.15.255.255,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,192.168.0.0/0.0.255.255,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,218.75.221.29,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,24.116.12.59,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,64.225.154.135,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,66.36.231.141,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,66.98.150.159,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,67.15.28.12,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,69.31.93.220,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,70.85.141.91,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,70.86.48.242,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,70.136.88.76,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,72.34.44.37,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,82.137.161.100,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,82.179.162.35,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,82.179.166.2,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,86.135.149.130,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,129.93.51.80,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,140.198.35.85,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,140.198.165.185,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,193.151.69.170,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,195.161.113.90,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,195.225.176.38,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,ip,204.127.198.24,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,tcp,any,any,eq sunrpc,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,tcp,any,any,eq 6651,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,tcp,any,any,eq 48522,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,tcp,any,any,eq 33571,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,tcp,any,any,eq 135,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,tcp,any,any,eq 137,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,tcp,any,any,eq 138,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,tcp,any,any,eq 139,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,tcp,any,any,eq 445,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,tcp,any,any,eq lpd,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,tcp,any,any,eq 1434,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,tcp,any,any,eq 27374,TenGigabitEthernet2/1.564 (in)
coza,inACL,permit,tcp,any,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,udp,any,any,eq snmp,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,udp,any,any,eq tftp,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,udp,any,any,eq sunrpc,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,udp,any,any,eq 135,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,udp,any,any,eq netbios-ns,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,udp,any,any,eq netbios-dgm,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,udp,any,any,eq netbios-ss,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,udp,any,any,eq 445,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,udp,any,any,eq 1434,TenGigabitEthernet2/1.564 (in)
coza,inACL,permit,udp,any,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,icmp,any,128.12.0.0/0.0.255.0,,TenGigabitEthernet2/1.564 (in)
coza,inACL,deny,icmp,any,128.12.0.255/0.0.255.0,,TenGigabitEthernet2/1.564 (in)
coza,inACL,permit,icmp,any,any,,TenGigabitEthernet2/1.564 (in)
coza,inACL,permit,ip,any,any,,TenGigabitEthernet2/1.564 (in)
coza,outACL,deny,udp,any,any,eq 8998,TenGigabitEthernet2/1.564 (out)
coza,outACL,deny,tcp,any,any,eq smtp,TenGigabitEthernet2/1.564 (out)
coza,outACL,deny,tcp,any,any,eq 135,TenGigabitEthernet2/1.564 (out)
coza,outACL,deny,tcp,any,any,range 137 139,TenGigabitEthernet2/1.564 (out)
coza,outACL,deny,tcp,any,any,eq 445,TenGigabitEthernet2/1.564 (out)
coza,outACL,deny,udp,any,any,eq 135,TenGigabitEthernet2/1.564 (out)
coza,outACL,deny,udp,any,any,range netbios-ns netbios-ss,TenGigabitEthernet2/1.564 (out)
coza,outACL,deny,udp,any,any,eq 445,TenGigabitEthernet2/1.564 (out)
coza,outACL,permit,ip,128.12.0.0/0.0.255.255,any,,TenGigabitEthernet2/1.564 (out)
coza,outACL,deny,ip,10.0.0.0/0.255.255.255,any,,TenGigabitEthernet2/1.564 (out)
coza,outACL,deny,ip,172.16.0.0/0.15.255.255,any,,TenGigabitEthernet2/1.564 (out)
coza,outACL,deny,ip,192.168.0.0/0.0.255.255,any,,TenGigabitEthernet2/1.564 (out)
coza,outACL,deny,ip,any,any,,TenGigabitEthernet2/1.564 (out)
bozb,24,permit,,171.64.0.24,any,,
bozb,88,permit,,any,any,,
bozb,100,permit,ip,172.17.0.0 0.0.255.255,172.27.16.32 0.0.0.31,,
bozb,100,deny,ip,172.17.0.0 0.0.255.255,any,,
bozb,100,permit,ip,any,any,,
bozb,103,deny,tcp,any,any,eq 445,
bozb,103,permit,ip,any,any,,
bozb,108,permit,ip,171.66.31.96 0.0.0.7,any,,
bozb,108,permit,ip,171.64.7.55,171.64.8.185,,
bozb,108,permit,ip,171.64.7.77,171.64.8.185,,
